           t	          E1	          E2	          E3	          E4	     J_V0300	     J_V0400	
        1.82	         0.5	           1	           2	       -3.67	        -0.5	           0	
        1.82	         0.5	           1	           2	       -3.69	        -0.5	           0	
        1.82	         0.5	           1	           2	       -3.71	        -0.5	           0	
        1.82	         0.5	           1	           2	       -3.73	        -0.5	           0	
        1.82	         0.5	           1	           2	       -3.75	        -0.5	           0	
        1.82	         0.5	           1	           2	       -3.77	        -0.5	           0	
        1.82	         0.5	           1	           2	       -3.79	        -0.5	           0	
        1.82	         0.5	           1	           2	       -3.81	        -0.5	           0	
        1.82	         0.5	           1	           2	       -3.83	        -0.5	           0	
        1.82	         0.5	           1	           2	       -3.85	        -0.5	           0	
        1.82	         0.5	           1	           2	       -3.87	        -0.5	           0	
        1.82	         0.5	           1	           2	       -3.89	        -0.5	           0	
        1.82	         0.5	           1	           2	       -3.91	        -0.5	           0	
        1.82	         0.5	           1	           2	       -3.93	        -0.5	           0	
        1.82	         0.5	           1	           2	       -3.95	        -0.5	           0	
        1.82	         0.5	           1	           2	       -3.97	        -0.5	           0	
        1.82	         0.5	           1	           2	       -3.99	        -0.5	           0	
        1.82	         0.5	           1	           2	       -4.01	        -0.5	           0	
        1.82	         0.5	           1	           2	       -4.03	        -0.5	           0	
        1.82	         0.5	           1	           2	       -4.05	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.06	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.08	        -0.5	           0	
        1.83	         0.5	           1	           2	        -4.1	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.12	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.14	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.15	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.17	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.19	        -0.5	           0	
        1.83	         0.5	           1	           2	        -4.2	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.22	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.24	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.25	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.27	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.29	        -0.5	           0	
        1.83	         0.5	           1	           2	        -4.3	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.32	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.34	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.35	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.37	        -0.5	           0	
        1.83	         0.5	           1	           2	       -4.38	        -0.5	           0	
        1.84	         0.5	           1	           2	        -4.4	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.41	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.43	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.44	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.46	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.47	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.48	        -0.5	           0	
        1.84	         0.5	           1	           2	        -4.5	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.51	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.52	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.54	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.55	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.56	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.58	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.59	        -0.5	           0	
        1.84	         0.5	           1	           2	        -4.6	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.61	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.63	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.64	        -0.5	           0	
        1.84	         0.5	           1	           2	       -4.65	        -0.5	           0	
        1.85	         0.5	           1	           2	       -4.66	        -0.5	           0	
